qid,lang,title,url
Q155,it,Brasile,https://it.wikipedia.org/wiki/Brasile
Q1486,it,Buenos Aires,https://it.wikipedia.org/wiki/Buenos_Aires
Q1458,it,Calabria,https://it.wikipedia.org/wiki/Calabria
Q1438,it,Campania,https://it.wikipedia.org/wiki/Campania
Q16,it,Canada,https://it.wikipedia.org/wiki/Canada
Q159106,it,Centro Federale di Educazione Tecnologica di Minas Gerais,https://it.wikipedia.org/wiki/Centro_Federale_di_Educazione_Tecnologica_di_Minas_Gerais
Q148,it,Cina,https://it.wikipedia.org/wiki/Cina
Q1489,it,Città del Messico,https://it.wikipedia.org/wiki/Citt%C3%A0_del_Messico
Q1748,it,Copenaghen,https://it.wikipedia.org/wiki/Copenaghen
Q142,it,Francia,https://it.wikipedia.org/wiki/Francia
Q157,it,François Hollande,https://it.wikipedia.org/wiki/Fran%C3%A7ois_Hollande
Q1449,it,Genova,https://it.wikipedia.org/wiki/Genova
Q14759,it,Lingua dei segni americana,https://it.wikipedia.org/wiki/Lingua_dei_segni_americana
Q150,it,Lingua francese,https://it.wikipedia.org/wiki/Lingua_francese
Q15085,it,Lingua piemontese,https://it.wikipedia.org/wiki/Lingua_piemontese
Q165,it,Mare,https://it.wikipedia.org/wiki/Mare
Q15143059,it,Maria Elena Boschi,https://it.wikipedia.org/wiki/Maria_Elena_Boschi
Q1494,it,Mississippi (stato),https://it.wikipedia.org/wiki/Mississippi_(stato)
Q1443,it,Molise,https://it.wikipedia.org/wiki/Molise
Q1726,it,Monaco di Baviera,https://it.wikipedia.org/wiki/Monaco_di_Baviera
Q1408,it,New Jersey,https://it.wikipedia.org/wiki/New_Jersey
Q1447,it,Puglia,https://it.wikipedia.org/wiki/Puglia
Q15862,it,Queen,https://it.wikipedia.org/wiki/Queen
Q145,it,Regno Unito,https://it.wikipedia.org/wiki/Regno_Unito
Q159,it,Russia,https://it.wikipedia.org/wiki/Russia
Q174,it,San Paolo (Brasile),https://it.wikipedia.org/wiki/San_Paolo_(Brasile)
Q1462,it,Sardegna,https://it.wikipedia.org/wiki/Sardegna
Q1460,it,Sicilia,https://it.wikipedia.org/wiki/Sicilia
Q1490,it,Tokyo,https://it.wikipedia.org/wiki/Tokyo
Q156406,it,Università di Stato di Feira de Santana,https://it.wikipedia.org/wiki/Universit%C3%A0_di_Stato_di_Feira_de_Santana
Q159102,it,Università federale di Bahia,https://it.wikipedia.org/wiki/Universit%C3%A0_federale_di_Bahia
Q159610,it,Valona,https://it.wikipedia.org/wiki/Valona
Q2035,it,1901,https://it.wikipedia.org/wiki/1901
Q2057,it,1909,https://it.wikipedia.org/wiki/1909
Q2155,it,1920,https://it.wikipedia.org/wiki/1920
Q2162,it,1921,https://it.wikipedia.org/wiki/1921
Q19715,it,1928,https://it.wikipedia.org/wiki/1928
Q2070,it,1996,https://it.wikipedia.org/wiki/1996
Q2091,it,1999,https://it.wikipedia.org/wiki/1999
Q1988,it,2001,https://it.wikipedia.org/wiki/2001
Q1987,it,2002,https://it.wikipedia.org/wiki/2002
Q1986,it,2003,https://it.wikipedia.org/wiki/2003
Q2014,it,2004,https://it.wikipedia.org/wiki/2004
Q2019,it,2005,https://it.wikipedia.org/wiki/2005
Q2021,it,2006,https://it.wikipedia.org/wiki/2006
Q2024,it,2007,https://it.wikipedia.org/wiki/2007
Q2004,it,2008,https://it.wikipedia.org/wiki/2008
Q1996,it,2009,https://it.wikipedia.org/wiki/2009
Q1995,it,2010,https://it.wikipedia.org/wiki/2010
Q18400,it,Alatri,https://it.wikipedia.org/wiki/Alatri
Q1845,it,Bibbia,https://it.wikipedia.org/wiki/Bibbia
Q184,it,Bielorussia,https://it.wikipedia.org/wiki/Bielorussia
Q1891,it,Bologna,https://it.wikipedia.org/wiki/Bologna
Q1903,it,Catania,https://it.wikipedia.org/wiki/Catania
Q1880,it,Concepción (Cile),https://it.wikipedia.org/wiki/Concepci%C3%B3n_(Cile)
Q188500,it,Elisha Cuthbert,https://it.wikipedia.org/wiki/Elisha_Cuthbert
Q191,it,Estonia,https://it.wikipedia.org/wiki/Estonia
Q190897,it,Fier,https://it.wikipedia.org/wiki/Fier
Q2044,it,Firenze,https://it.wikipedia.org/wiki/Firenze
Q1794,it,Francoforte sul Meno,https://it.wikipedia.org/wiki/Francoforte_sul_Meno
Q183,it,Germania,https://it.wikipedia.org/wiki/Germania
Q17,it,Giappone,https://it.wikipedia.org/wiki/Giappone
Q21198,it,Informatica,https://it.wikipedia.org/wiki/Informatica
Q189,it,Islanda,https://it.wikipedia.org/wiki/Islanda
Q1959,it,Końskowola,https://it.wikipedia.org/wiki/Ko%C5%84skowola
Q210197,it,Kukës,https://it.wikipedia.org/wiki/Kuk%C3%ABs
Q1860,it,Lingua inglese,https://it.wikipedia.org/wiki/Lingua_inglese
Q188,it,Lingua tedesca,https://it.wikipedia.org/wiki/Lingua_tedesca
Q19814,it,Lingue romanze,https://it.wikipedia.org/wiki/Lingue_romanze
Q19697,it,Motörhead,https://it.wikipedia.org/wiki/Mot%C3%B6rhead
Q217096,it,Naruhito,https://it.wikipedia.org/wiki/Naruhito
Q20,it,Norvegia,https://it.wikipedia.org/wiki/Norvegia
Q176,it,Québec (provincia),https://it.wikipedia.org/wiki/Qu%C3%A9bec_(provincia)
Q19581,it,Rafael Correa,https://it.wikipedia.org/wiki/Rafael_Correa
Q213,it,Repubblica Ceca,https://it.wikipedia.org/wiki/Repubblica_Ceca
Q18013,it,Sacramento (California),https://it.wikipedia.org/wiki/Sacramento_(California)
Q193,it,Saturno (astronomia),https://it.wikipedia.org/wiki/Saturno_(astronomia)
Q215,it,Slovenia,https://it.wikipedia.org/wiki/Slovenia
Q212,it,Ucraina,https://it.wikipedia.org/wiki/Ucraina
Q1859,it,Vera Chiesa di Gesù,https://it.wikipedia.org/wiki/Vera_Chiesa_di_Ges%C3%B9
Q1877,it,Đồng Hới,https://it.wikipedia.org/wiki/%C4%90%E1%BB%93ng_H%E1%BB%9Bi
Q196163,it,Łobez,https://it.wikipedia.org/wiki/%C5%81obez
Q2479,it,1975,https://it.wikipedia.org/wiki/1975
Q2437,it,1981,https://it.wikipedia.org/wiki/1981
Q2436,it,1982,https://it.wikipedia.org/wiki/1982
Q2432,it,1984,https://it.wikipedia.org/wiki/1984
Q2431,it,1985,https://it.wikipedia.org/wiki/1985
Q2425,it,1989,https://it.wikipedia.org/wiki/1989
Q283,it,Acqua,https://it.wikipedia.org/wiki/Acqua
Q222,it,Albania,https://it.wikipedia.org/wiki/Albania
Q228,it,Andorra,https://it.wikipedia.org/wiki/Andorra
Q227,it,Azerbaigian,https://it.wikipedia.org/wiki/Azerbaigian
Q2386011,it,Bochotnica,https://it.wikipedia.org/wiki/Bochotnica
Q2841,it,Bogotà,https://it.wikipedia.org/wiki/Bogot%C3%A0
Q225,it,Bosnia ed Erzegovina,https://it.wikipedia.org/wiki/Bosnia_ed_Erzegovina
Q2844,it,Brasilia,https://it.wikipedia.org/wiki/Brasilia
Q219,it,Bulgaria,https://it.wikipedia.org/wiki/Bulgaria
Q2736,it,Calcio (sport),https://it.wikipedia.org/wiki/Calcio_(sport)
Q298,it,Cile,https://it.wikipedia.org/wiki/Cile
Q237,it,Città del Vaticano,https://it.wikipedia.org/wiki/Citt%C3%A0_del_Vaticano
Q224,it,Croazia,https://it.wikipedia.org/wiki/Croazia
Q22686,it,Donald Trump,https://it.wikipedia.org/wiki/Donald_Trump
Q230,it,Georgia,https://it.wikipedia.org/wiki/Georgia
Q302,it,Gesù,https://it.wikipedia.org/wiki/Ges%C3%B9
Q21,it,Inghilterra,https://it.wikipedia.org/wiki/Inghilterra
Q2316,it,Kurów,https://it.wikipedia.org/wiki/Kur%C3%B3w
Q233,it,Malta,https://it.wikipedia.org/wiki/Malta
Q308,it,Mercurio (astronomia),https://it.wikipedia.org/wiki/Mercurio_(astronomia)
Q2831,it,Michael Jackson,https://it.wikipedia.org/wiki/Michael_Jackson
Q236,it,Montenegro,https://it.wikipedia.org/wiki/Montenegro
Q29364,it,Montgomery (Alabama),https://it.wikipedia.org/wiki/Montgomery_(Alabama)
Q26426,it,Montpelier (Vermont),https://it.wikipedia.org/wiki/Montpelier_(Vermont)
Q2634,it,Napoli,https://it.wikipedia.org/wiki/Napoli
Q23441,it,Octave Mirbeau,https://it.wikipedia.org/wiki/Octave_Mirbeau
Q23393,it,Padre nostro,https://it.wikipedia.org/wiki/Padre_nostro
Q2656,it,Palermo,https://it.wikipedia.org/wiki/Palermo
Q220,it,Roma,https://it.wikipedia.org/wiki/Roma
Q218,it,Romania,https://it.wikipedia.org/wiki/Romania
Q238,it,San Marino,https://it.wikipedia.org/wiki/San_Marino
Q2887,it,Santiago del Cile,https://it.wikipedia.org/wiki/Santiago_del_Cile
Q2751,it,Siena,https://it.wikipedia.org/wiki/Siena
Q29,it,Spagna,https://it.wikipedia.org/wiki/Spagna
Q30,it,Stati Uniti d'America,https://it.wikipedia.org/wiki/Stati_Uniti_d%27America
Q309,it,Storia,https://it.wikipedia.org/wiki/Storia
Q2,it,Terra,https://it.wikipedia.org/wiki/Terra
Q223495,it,The Carpenters,https://it.wikipedia.org/wiki/The_Carpenters
Q28,it,Ungheria,https://it.wikipedia.org/wiki/Ungheria
Q26319,it,"Università degli Studi ""Niccolò Cusano""",https://it.wikipedia.org/wiki/Universit%C3%A0_degli_Studi_%22Niccol%C3%B2_Cusano%22
Q2495760,it,Università statale del Minas Gerais,https://it.wikipedia.org/wiki/Universit%C3%A0_statale_del_Minas_Gerais
Q270,it,Varsavia,https://it.wikipedia.org/wiki/Varsavia
Q352,it,Adolf Hitler,https://it.wikipedia.org/wiki/Adolf_Hitler
Q399,it,Armenia,https://it.wikipedia.org/wiki/Armenia
Q3863,it,Asteroide,https://it.wikipedia.org/wiki/Asteroide
Q333,it,Astronomia,https://it.wikipedia.org/wiki/Astronomia
Q408,it,Australia,https://it.wikipedia.org/wiki/Australia
Q40,it,Austria,https://it.wikipedia.org/wiki/Austria
Q3519,it,Bari,https://it.wikipedia.org/wiki/Bari
Q383541,it,Basshunter,https://it.wikipedia.org/wiki/Basshunter
Q31,it,Belgio,https://it.wikipedia.org/wiki/Belgio
Q35135,it,Catalão,https://it.wikipedia.org/wiki/Catal%C3%A3o
Q35,it,Danimarca,https://it.wikipedia.org/wiki/Danimarca
Q33,it,Finlandia,https://it.wikipedia.org/wiki/Finlandia
Q38,it,Italia,https://it.wikipedia.org/wiki/Italia
Q34600,it,Kyoto,https://it.wikipedia.org/wiki/Kyoto
Q347,it,Liechtenstein,https://it.wikipedia.org/wiki/Liechtenstein
Q33000,it,Lingua dei segni britannica,https://it.wikipedia.org/wiki/Lingua_dei_segni_britannica
Q33302,it,Lingua dei segni francese,https://it.wikipedia.org/wiki/Lingua_dei_segni_francese
Q375619,it,Lingua dei segni italiana,https://it.wikipedia.org/wiki/Lingua_dei_segni_italiana
Q36239,it,Lingua dei segni neozelandese,https://it.wikipedia.org/wiki/Lingua_dei_segni_neozelandese
Q33282,it,Lingua dei segni tedesca,https://it.wikipedia.org/wiki/Lingua_dei_segni_tedesca
Q397,it,Lingua latina,https://it.wikipedia.org/wiki/Lingua_latina
Q33976,it,Lingua sarda,https://it.wikipedia.org/wiki/Lingua_sarda
Q37,it,Lituania,https://it.wikipedia.org/wiki/Lituania
Q405,it,Luna,https://it.wikipedia.org/wiki/Luna
Q32,it,Lussemburgo,https://it.wikipedia.org/wiki/Lussemburgo
Q3847714,it,Marianna Madia,https://it.wikipedia.org/wiki/Marianna_Madia
Q332,it,Nettuno (astronomia),https://it.wikipedia.org/wiki/Nettuno_(astronomia)
Q33959,it,Nizza,https://it.wikipedia.org/wiki/Nizza
Q35109,it,Noemi (cantante),https://it.wikipedia.org/wiki/Noemi_(cantante)
Q34863,it,Oklahoma City,https://it.wikipedia.org/wiki/Oklahoma_City
Q4035,it,Osasco (Brasile),https://it.wikipedia.org/wiki/Osasco_(Brasile)
Q36,it,Polonia,https://it.wikipedia.org/wiki/Polonia
Q361,it,Prima guerra mondiale,https://it.wikipedia.org/wiki/Prima_guerra_mondiale
Q34001,it,Roubaix,https://it.wikipedia.org/wiki/Roubaix
Q30974,it,Rouen,https://it.wikipedia.org/wiki/Rouen
Q362,it,Seconda guerra mondiale,https://it.wikipedia.org/wiki/Seconda_guerra_mondiale
Q403,it,Serbia,https://it.wikipedia.org/wiki/Serbia
Q36198,it,Siligo,https://it.wikipedia.org/wiki/Siligo
Q34,it,Svezia,https://it.wikipedia.org/wiki/Svezia
Q39,it,Svizzera,https://it.wikipedia.org/wiki/Svizzera
Q33986,it,Valparaíso,https://it.wikipedia.org/wiki/Valpara%C3%ADso
Q313,it,Venere (astronomia),https://it.wikipedia.org/wiki/Venere_(astronomia)
Q3594268,it,Šiprage,https://it.wikipedia.org/wiki/%C5%A0iprage
Q5165,it,1948,https://it.wikipedia.org/wiki/1948
Q5253,it,1958,https://it.wikipedia.org/wiki/1958
Q5202,it,Almazán,https://it.wikipedia.org/wiki/Almaz%C3%A1n
Q51,it,Antartide,https://it.wikipedia.org/wiki/Antartide
Q414,it,Argentina,https://it.wikipedia.org/wiki/Argentina
Q48,it,Asia,https://it.wikipedia.org/wiki/Asia
Q4604,it,Confucio,https://it.wikipedia.org/wiki/Confucio
Q4617,it,Corbin Bleu,https://it.wikipedia.org/wiki/Corbin_Bleu
Q4361,it,Curitiba,https://it.wikipedia.org/wiki/Curitiba
Q5105,it,Céline Dion,https://it.wikipedia.org/wiki/C%C3%A9line_Dion
Q43387,it,Edirne,https://it.wikipedia.org/wiki/Edirne
Q5292,it,Enciclopedia,https://it.wikipedia.org/wiki/Enciclopedia
Q46,it,Europa,https://it.wikipedia.org/wiki/Europa
Q413,it,Fisica,https://it.wikipedia.org/wiki/Fisica
Q469925,it,Ghil'ad Zuckermann,https://it.wikipedia.org/wiki/Ghil%27ad_Zuckermann
Q41,it,Grecia,https://it.wikipedia.org/wiki/Grecia
Q4414537,it,Guillermo Lasso,https://it.wikipedia.org/wiki/Guillermo_Lasso
Q5208,it,Huang Xianfan,https://it.wikipedia.org/wiki/Huang_Xianfan
Q432,it,Islam,https://it.wikipedia.org/wiki/Islam
Q4842556,it,Istituto federale di Bahia,https://it.wikipedia.org/wiki/Istituto_federale_di_Bahia
Q5146,it,Lingua portoghese,https://it.wikipedia.org/wiki/Lingua_portoghese
Q4918,it,Mar Mediterraneo,https://it.wikipedia.org/wiki/Mar_Mediterraneo
Q4616,it,Marilyn Monroe,https://it.wikipedia.org/wiki/Marilyn_Monroe
Q490,it,Milano,https://it.wikipedia.org/wiki/Milano
Q517,it,Napoleone Bonaparte,https://it.wikipedia.org/wiki/Napoleone_Bonaparte
Q507595,it,Nichi Vendola,https://it.wikipedia.org/wiki/Nichi_Vendola
Q55643,it,Oceania,https://it.wikipedia.org/wiki/Oceania
Q55,it,Paesi Bassi,https://it.wikipedia.org/wiki/Paesi_Bassi
Q450675,it,Papa Francesco,https://it.wikipedia.org/wiki/Papa_Francesco
Q473466,it,Paramore,https://it.wikipedia.org/wiki/Paramore
Q45,it,Portogallo,https://it.wikipedia.org/wiki/Portogallo
Q544,it,Sistema solare,https://it.wikipedia.org/wiki/Sistema_solare
Q525,it,Sole,https://it.wikipedia.org/wiki/Sole
Q4688112,it,Sung Jae-gi,https://it.wikipedia.org/wiki/Sung_Jae-gi
Q495,it,Torino,https://it.wikipedia.org/wiki/Torino
Q43,it,Turchia,https://it.wikipedia.org/wiki/Turchia
Q5582,it,Vincent van Gogh,https://it.wikipedia.org/wiki/Vincent_van_Gogh
Q52,it,Wikipedia,https://it.wikipedia.org/wiki/Wikipedia
Q577,it,Anno,https://it.wikipedia.org/wiki/Anno
Q628,it,Bergamo,https://it.wikipedia.org/wiki/Bergamo
Q6221,it,Brescia,https://it.wikipedia.org/wiki/Brescia
Q6105,it,Hebe Camargo,https://it.wikipedia.org/wiki/Hebe_Camargo
Q561147,it,Joan Fuster,https://it.wikipedia.org/wiki/Joan_Fuster
Q6279,it,Joe Biden,https://it.wikipedia.org/wiki/Joe_Biden
Q6247,it,Mantova,https://it.wikipedia.org/wiki/Mantova
Q60,it,New York,https://it.wikipedia.org/wiki/New_York
Q634,it,Pianeta,https://it.wikipedia.org/wiki/Pianeta
Q6285,it,Varese,https://it.wikipedia.org/wiki/Varese
Q7640,it,1846,https://it.wikipedia.org/wiki/1846
Q8409,it,Alessandro Magno,https://it.wikipedia.org/wiki/Alessandro_Magno
Q727,it,Amsterdam,https://it.wikipedia.org/wiki/Amsterdam
Q78516,it,Anna Jur'evna Netrebko,https://it.wikipedia.org/wiki/Anna_Jur%27evna_Netrebko
Q76,it,Barack Obama,https://it.wikipedia.org/wiki/Barack_Obama
Q64,it,Berlino,https://it.wikipedia.org/wiki/Berlino
Q756916,it,Centro Federale di Educazione Tecnologica Celso Suckow di Fonseca,https://it.wikipedia.org/wiki/Centro_Federale_di_Educazione_Tecnologica_Celso_Suckow_di_Fonseca
Q739,it,Colombia,https://it.wikipedia.org/wiki/Colombia
Q83285,it,Durazzo,https://it.wikipedia.org/wiki/Durazzo
Q764,it,Fungi,https://it.wikipedia.org/wiki/Fungi
Q8676,it,Guerra civile americana,https://it.wikipedia.org/wiki/Guerra_civile_americana
Q668,it,India,https://it.wikipedia.org/wiki/India
Q855,it,Iosif Stalin,https://it.wikipedia.org/wiki/Iosif_Stalin
Q794,it,Iran,https://it.wikipedia.org/wiki/Iran
Q762,it,Leonardo da Vinci,https://it.wikipedia.org/wiki/Leonardo_da_Vinci
Q7026,it,Lingua catalana,https://it.wikipedia.org/wiki/Lingua_catalana
Q652,it,Lingua italiana,https://it.wikipedia.org/wiki/Lingua_italiana
Q809,it,Lingua polacca,https://it.wikipedia.org/wiki/Lingua_polacca
Q7737,it,Lingua russa,https://it.wikipedia.org/wiki/Lingua_russa
Q84,it,Londra,https://it.wikipedia.org/wiki/Londra
Q65,it,Los Angeles,https://it.wikipedia.org/wiki/Los_Angeles
Q649,it,Mosca (Russia),https://it.wikipedia.org/wiki/Mosca_(Russia)
Q8023,it,Nelson Mandela,https://it.wikipedia.org/wiki/Nelson_Mandela
Q664,it,Nuova Zelanda,https://it.wikipedia.org/wiki/Nuova_Zelanda
Q8678,it,Rio de Janeiro,https://it.wikipedia.org/wiki/Rio_de_Janeiro
Q83338,it,Robin Williams,https://it.wikipedia.org/wiki/Robin_Williams
Q787,it,Sus scrofa domesticus,https://it.wikipedia.org/wiki/Sus_scrofa_domesticus
Q7944,it,Terremoto,https://it.wikipedia.org/wiki/Terremoto
Q641,it,Venezia,https://it.wikipedia.org/wiki/Venezia
Q717,it,Venezuela,https://it.wikipedia.org/wiki/Venezuela
Q849751,it,York University,https://it.wikipedia.org/wiki/York_University
Q9121,it,Atomo,https://it.wikipedia.org/wiki/Atomo
Q9022,it,Guadalajara (Messico),https://it.wikipedia.org/wiki/Guadalajara_(Messico)
Q96,it,Messico,https://it.wikipedia.org/wiki/Messico
Q97,it,Oceano Atlantico,https://it.wikipedia.org/wiki/Oceano_Atlantico
Q90,it,Parigi,https://it.wikipedia.org/wiki/Parigi
Q9960,it,Ronald Reagan,https://it.wikipedia.org/wiki/Ronald_Reagan
Q881,it,Vietnam,https://it.wikipedia.org/wiki/Vietnam
Q1284,co,Abbruzzu,https://co.wikipedia.org/wiki/Abbruzzu
Q122,co,Aostu,https://co.wikipedia.org/wiki/Aostu
Q118,co,Aprile,https://co.wikipedia.org/wiki/Aprile
Q1199,co,Assia,https://co.wikipedia.org/wiki/Assia
Q13496,co,Brindisi,https://co.wikipedia.org/wiki/Brindisi
Q13680,co,Caltanissetta,https://co.wikipedia.org/wiki/Caltanissetta
Q1297,co,Chicago,https://co.wikipedia.org/wiki/Chicago
Q1072,co,Core,https://co.wikipedia.org/wiki/Core
Q116341,co,Coriza,https://co.wikipedia.org/wiki/Coriza
Q1067,co,Dante Alighieri,https://co.wikipedia.org/wiki/Dante_Alighieri
Q126,co,Dicembre,https://co.wikipedia.org/wiki/Dicembre
Q114257,co,Elbasan,https://co.wikipedia.org/wiki/Elbasan
Q1263,co,Emilia è Romagna,https://co.wikipedia.org/wiki/Emilia_%C3%A8_Romagna
Q109,co,Ferraghju,https://co.wikipedia.org/wiki/Ferraghju
Q1250,co,Friuli è Venezia Ghjulia,https://co.wikipedia.org/wiki/Friuli_%C3%A8_Venezia_Ghjulia
Q108,co,Ghjennaghju,https://co.wikipedia.org/wiki/Ghjennaghju
Q120,co,Ghjugnu,https://co.wikipedia.org/wiki/Ghjugnu
Q1282,co,Laziu,https://co.wikipedia.org/wiki/Laziu
Q1256,co,Liguria,https://co.wikipedia.org/wiki/Liguria
Q1321,co,Lingua spagnola,https://co.wikipedia.org/wiki/Lingua_spagnola
Q13373,co,Lucca,https://co.wikipedia.org/wiki/Lucca
Q121,co,Lugliu,https://co.wikipedia.org/wiki/Lugliu
Q1210,co,Lumbardia,https://co.wikipedia.org/wiki/Lumbardia
Q105,co,Luni,https://co.wikipedia.org/wiki/Luni
Q119,co,Maghju,https://co.wikipedia.org/wiki/Maghju
Q1279,co,Marche,https://co.wikipedia.org/wiki/Marche
Q111,co,Marte,https://co.wikipedia.org/wiki/Marte
Q127,co,Marti,https://co.wikipedia.org/wiki/Marti
Q110,co,Marzu,https://co.wikipedia.org/wiki/Marzu
Q13666,co,Messina,https://co.wikipedia.org/wiki/Messina
Q1065,co,Nazioni Uniti,https://co.wikipedia.org/wiki/Nazioni_Uniti
Q125,co,Nuvembre,https://co.wikipedia.org/wiki/Nuvembre
Q1216,co,Piemonte,https://co.wikipedia.org/wiki/Piemonte
Q13375,co,Pisa,https://co.wikipedia.org/wiki/Pisa
Q1085,co,Praga,https://co.wikipedia.org/wiki/Praga
Q13629,co,Sassari,https://co.wikipedia.org/wiki/Sassari
Q123,co,Settembre,https://co.wikipedia.org/wiki/Settembre
Q11860,co,Silvio Berlusconi,https://co.wikipedia.org/wiki/Silvio_Berlusconi
Q1299,co,The Beatles,https://co.wikipedia.org/wiki/The_Beatles
Q1273,co,Toscana,https://co.wikipedia.org/wiki/Toscana
Q1404,co,Uetersen,https://co.wikipedia.org/wiki/Uetersen
Q1280,co,Umbria,https://co.wikipedia.org/wiki/Umbria
Q132140,co,Universidade Federal de Minas Gerais,https://co.wikipedia.org/wiki/Universidade_Federal_de_Minas_Gerais
Q124,co,Uttobre,https://co.wikipedia.org/wiki/Uttobre
Q1243,co,Venetu,https://co.wikipedia.org/wiki/Venetu
Q15,co,Africa,https://co.wikipedia.org/wiki/Africa
Q173,co,Alabama,https://co.wikipedia.org/wiki/Alabama
Q173690,co,Argirucastru,https://co.wikipedia.org/wiki/Argirucastru
Q1492,co,Barcellona,https://co.wikipedia.org/wiki/Barcellona
Q1452,co,Basilicata,https://co.wikipedia.org/wiki/Basilicata
Q170244,co,Berat,https://co.wikipedia.org/wiki/Berat
Q1479,co,Bordeaux,https://co.wikipedia.org/wiki/Bordeaux
Q155,co,Brasile,https://co.wikipedia.org/wiki/Brasile
Q1486,co,Buenos Aires,https://co.wikipedia.org/wiki/Buenos_Aires
Q1458,co,Calabria,https://co.wikipedia.org/wiki/Calabria
Q1438,co,Campania,https://co.wikipedia.org/wiki/Campania
Q16,co,Canadà,https://co.wikipedia.org/wiki/Canad%C3%A0
Q159106,co,Centru Federale di Educazione Tecnulogica di Minas Gerais,https://co.wikipedia.org/wiki/Centru_Federale_di_Educazione_Tecnulogica_di_Minas_Gerais
Q148,co,China,https://co.wikipedia.org/wiki/China
Q1489,co,Cità di u Messicu,https://co.wikipedia.org/wiki/Cit%C3%A0_di_u_Messicu
Q1748,co,Copenaghen,https://co.wikipedia.org/wiki/Copenaghen
Q142,co,Francia,https://co.wikipedia.org/wiki/Francia
Q157,co,François Hollande,https://co.wikipedia.org/wiki/Fran%C3%A7ois_Hollande
Q1449,co,Gènuva,https://co.wikipedia.org/wiki/G%C3%A8nuva
Q14759,co,Lingua di i cenni americana,https://co.wikipedia.org/wiki/Lingua_di_i_cenni_americana
